RowNumber,CustomerId,name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2404,15756901,somayajulu,641,Chennai,Female,26,4,91547.84,2,0,1,28157.34,0
2405,15809286,zende,631,Mumbai,Male,37,8,138292.64,2,0,0,152422.91,1
2406,15759021,hazra,685,Chennai,Male,35,9,0,1,1,0,167033.83,0
2407,15725039,laddha,702,Bangalore,Male,32,8,71667.74,1,1,1,126082.18,0
2408,15579130,dixit,708,Mumbai,Female,43,0,118994.84,1,1,0,181499.77,1
2409,15754112,iyengar,653,Bangalore,Male,55,7,0,2,1,1,41967.03,0
2410,15735522,saraf,654,Mumbai,Male,37,2,145610.07,2,0,0,186300.59,0
2411,15613326,doshi,596,Chennai,Female,33,1,138162.81,1,1,0,85412.54,0
2412,15739502,suvarna,549,Mumbai,Female,31,9,135020.21,2,1,1,23343.18,0
2413,15670914,siripurapu,754,Chennai,Male,38,2,0,2,1,0,180698.32,0
2414,15604073,udyavar,815,Mumbai,Female,25,8,135161.67,1,1,1,136071.05,0
2415,15806027,duggal,556,Chennai,Female,52,9,0,1,1,0,175149.2,1
2416,15574886,wadia,706,Chennai,Male,32,6,94486.47,1,1,1,146949.74,0
2417,15707120,thapar,850,Chennai,Male,46,9,117640.39,1,1,0,88920.68,0
2418,15800845,zutshi,732,Bangalore,Female,33,8,111379.55,1,1,1,45098.62,0
2419,15603914,walia,614,Chennai,Male,40,6,0,1,1,1,20339.79,1
2420,15722765,wadhawa,580,Bangalore,Female,57,0,136820.99,1,0,1,108528.74,0
2421,15783305,morea,593,Chennai,Female,46,7,98752.51,1,1,0,145560.38,0
2422,15574842,dave,653,Mumbai,Female,25,2,158266.42,3,1,1,199357.24,0
2423,15607837,gore,746,Chennai,Female,29,4,105599.67,1,1,1,43106.17,0
2424,15714877,rawat,662,Chennai,Female,29,10,0,2,1,0,137508.31,0
2425,15782941,rai,573,Chennai,Male,31,2,0,2,1,1,91957.39,0
2426,15630167,goenka,684,Bangalore,Female,39,4,139723.9,1,1,1,120612.11,0
2427,15759038,nischol,793,Chennai,Female,41,3,141806.46,1,1,0,102921.17,0
2428,15661821,bhaiya,798,Mumbai,Female,49,5,132571.67,1,1,1,31686.33,1
2429,15728006,atwal,524,Chennai,Male,40,2,180516.9,1,1,0,180002.42,0
2430,15712176,umbarkar,816,Chennai,Male,31,8,0,2,1,1,28407.4,0
2431,15689351,tamang,742,Mumbai,Female,41,4,92805.72,1,0,1,73743.95,1
2432,15782247,wankhede,540,Chennai,Male,22,4,0,3,1,1,186233.26,1
2433,15769064,chakravarthy,537,Mumbai,Male,39,3,135309.36,1,1,0,31728.86,1
2434,15718153,dehadrai,759,Bangalore,Female,74,6,128917.84,1,1,1,48244.64,0
2435,15613189,bora,774,Chennai,Female,52,2,56580.93,1,1,0,113266.28,1
2436,15661734,duggal,608,Mumbai,Male,42,8,131390.75,2,1,0,71178.09,0
2437,15592645,wadia,704,Bangalore,Male,37,4,0,2,0,0,25684.93,0
2438,15768387,nambian,581,Chennai,Male,41,8,0,2,0,0,29737.14,0
2439,15792525,oberoi,628,Mumbai,Female,61,1,97361.66,1,1,1,149922.38,1
2440,15586976,singh,566,Chennai,Female,42,6,0,1,1,0,180702.12,1
2441,15790659,anandi,701,Bangalore,Male,59,7,0,2,0,1,27597.59,0
2442,15691446,chitnis,735,Bangalore,Male,29,10,0,2,1,1,95025.27,0
2443,15772632,bansod,680,Chennai,Female,34,1,0,2,1,0,167035.07,0
2444,15706587,pohankar,560,Chennai,Male,57,0,0,2,0,1,116781.71,0
2445,15572461,biswas,663,Mumbai,Female,29,4,102714.65,2,0,0,21170.81,0
2446,15654409,chorghade,665,Chennai,Female,34,5,67816.72,1,1,1,29641.58,0
2447,15568025,wadhwani,758,Chennai,Male,51,8,81710.46,1,1,1,116520.07,0
2448,15715769,buddharaju,621,Chennai,Male,26,2,75237.54,1,0,1,44220.4,0
2449,15667458,kriplani,764,Mumbai,Male,28,10,124023.18,1,1,0,166188.28,0
2450,15567980,chaudhary,537,Mumbai,Female,46,5,100727.5,1,0,1,140857.76,1
2451,15679294,khedekar,589,Chennai,Female,46,10,107238.85,2,1,0,37024.28,0
2452,15606507,borkar,555,Chennai,Male,24,5,0,2,1,0,27513.47,0
2453,15578825,walia,734,Chennai,Female,29,0,139994.66,1,1,0,17744.72,0
2454,15619935,tirpude,783,Bangalore,Female,59,9,126224.87,1,1,1,4423.63,0
2455,15636089,thakral,678,Mumbai,Female,51,1,145751.03,1,0,0,109718.44,1
2456,15727490,bharadwaj,661,Chennai,Male,47,5,0,1,0,1,107243.31,1
2457,15591766,gulgule,607,Bangalore,Female,25,4,121166.89,1,0,1,115288.24,0
2458,15641629,waradpande,537,Bangalore,Female,38,1,0,2,0,1,41233.97,0
2459,15813303,tiwaskar,513,Bangalore,Male,88,10,0,2,1,1,52952.24,0
2460,15756920,kharbanda,576,Chennai,Male,63,9,70655.48,1,0,0,78955.8,1
2461,15726403,basra,660,Mumbai,Male,41,1,129901.21,1,1,0,26025.6,1
2462,15592765,tekchandani,637,Chennai,Male,40,8,125470.81,1,1,1,174536.17,0
2463,15704442,shelke,672,Chennai,Female,53,9,169406.33,4,1,1,147311.47,1
2464,15641136,buty,629,Chennai,Male,32,2,0,2,0,1,77965.44,0
2465,15725818,shikhawat,583,Mumbai,Male,40,4,107041.3,1,1,1,5635.63,0
2466,15612071,balasubramaniam,763,Bangalore,Female,32,10,95153.77,1,0,1,81310.1,0
2467,15719809,tempalli,516,Mumbai,Male,32,3,145166.09,2,0,0,111421.45,0
2468,15716518,velugubanti,617,Chennai,Female,27,4,0,2,0,0,190269.21,0
2469,15742210,trivedi,700,Chennai,Male,38,9,65962.63,1,1,1,100950.48,0
2470,15630617,kothari,727,Mumbai,Male,36,6,140418.81,1,1,1,113033.73,1
2471,15720838,nike,689,Bangalore,Female,31,3,139799.63,1,0,1,120663.57,0
2472,15595537,saoji,626,Mumbai,Male,49,9,171787.84,2,1,0,187192.23,0
2473,15623196,vij,686,Chennai,Male,38,6,149238.97,1,1,1,97825.23,0
2474,15679249,thosar,351,Mumbai,Female,57,4,163146.46,1,1,0,169621.69,1
2475,15693199,bhoir,739,Chennai,Female,37,8,0,2,1,0,191557.1,1
2476,15661219,watane,627,Chennai,Male,32,10,0,2,1,0,103287.62,0
2477,15617136,pratham,451,Mumbai,Female,38,9,61482.47,1,1,1,167538.66,0
2478,15760294,ambedkar,512,Chennai,Female,41,8,145150.28,1,1,0,64869.32,1
2479,15652808,ingole,774,Chennai,Female,41,5,126670.37,1,1,0,102426.06,0
2480,15657139,waknis,652,Chennai,Female,40,8,84390.8,2,0,1,107876.2,0
2481,15803790,adhikane,638,Mumbai,Male,37,2,89728.86,2,1,1,37294.88,0
2482,15764105,wanjare,475,Chennai,Female,57,1,0,2,1,0,89248.99,0
2483,15672610,gujral,567,Bangalore,Male,40,4,118628.8,1,0,0,91973.63,0
2484,15766896,dhar,750,Chennai,Male,37,3,0,2,1,0,16870.2,0
2485,15587735,karlekar,850,Chennai,Male,39,6,96863.13,1,1,1,121681.19,0
2486,15659501,umbarkar,753,Chennai,Female,38,6,142263.45,1,0,1,33730.43,0
2487,15745001,pappu,683,Bangalore,Female,36,7,0,2,1,0,104786.59,0
2488,15651140,mattu,710,Chennai,Female,32,3,0,1,1,0,94790.34,0
2489,15571148,parate,645,Bangalore,Female,21,1,0,2,0,0,28726.07,0
2490,15776824,puniani,714,Chennai,Male,28,6,122724.37,1,1,1,67057.27,0
2491,15633141,sarda,696,Mumbai,Female,35,4,174902.26,1,1,0,69079.85,0
2492,15764174,talsania,612,Bangalore,Female,26,4,0,2,1,1,179780.74,0
2493,15778155,wazir,520,Mumbai,Female,31,3,108914.17,1,1,1,183572.39,1
2494,15715920,goel,782,Bangalore,Male,23,10,98052.66,1,1,1,142587.32,0
2495,15671917,mirchandani,666,Chennai,Male,46,5,123873.19,1,1,1,177844.06,0
2496,15666548,juvekar,466,Mumbai,Female,56,2,111920.13,3,1,0,197634.11,1
2497,15625623,sidhu,567,Chennai,Female,45,4,0,2,0,1,121053.19,0
2498,15748123,mohan,613,Chennai,Male,20,3,0,2,1,1,149613.77,0
2499,15648735,argade,718,Chennai,Male,37,8,0,2,1,1,142.81,0
2500,15634974,pimparkar,614,Chennai,Female,37,8,75150.34,4,0,1,131766.67,1
2501,15713378,chakraborty,711,Chennai,Male,38,10,0,2,0,0,53311.78,0
2502,15753370,kulkarni,691,Mumbai,Female,38,5,114753.76,1,1,0,107665.02,0
2503,15782659,sachdev,527,Chennai,Male,32,0,0,1,1,0,109523.88,0
2504,15583364,zutshi,476,Chennai,Female,32,6,111871.93,1,0,0,112132.86,0
2505,15625942,tirodkar,619,Bangalore,Female,45,0,0,2,0,0,113645.4,0
2506,15720284,wankhede,607,Mumbai,Female,37,4,135927.06,1,0,0,180890.4,0
2507,15679642,kirloskar,695,Bangalore,Male,44,8,0,2,1,1,70974.13,0
2508,15628007,mahakale,653,Chennai,Male,33,1,0,2,0,0,53379.52,0
2509,15661974,lodha,677,Chennai,Male,46,2,57037.74,1,1,1,158531.01,0
2510,15689341,virani,655,Chennai,Female,50,10,0,4,1,0,179267.94,1
2511,15607993,waghmare,625,Chennai,Female,52,2,79468.96,1,1,1,84606.03,0
2512,15693267,chahal,679,Mumbai,Female,34,7,121063.85,1,1,0,56984.58,0
2513,15769522,garcia,734,Chennai,Male,51,1,118537.47,1,1,1,116912.45,0
2514,15755825,saoji,666,Chennai,Male,39,10,0,2,1,0,102999.33,0
2515,15598175,bhat,592,Mumbai,Female,26,4,105082.07,2,1,0,132801.57,0
2516,15744327,dabholkar,564,Chennai,Male,40,4,0,1,1,0,85455.62,1
2517,15798666,chaurasiya,814,Chennai,Female,36,6,0,2,1,1,98657.01,0
2518,15577064,sonawane,592,Mumbai,Male,36,2,104702.65,2,1,0,107948.72,0
2519,15759436,chaturvedi,758,Chennai,Female,50,2,95813.76,3,1,1,67944.09,1
2520,15690231,venkat,612,Bangalore,Female,62,0,167026.61,2,1,1,192892.05,0
2521,15751561,zende,498,Mumbai,Male,61,7,102453.26,1,1,0,187247.56,1
2522,15739068,kanojiya,638,Mumbai,Male,25,4,148045.45,2,1,1,114722.42,0
2523,15758056,zalpuri,558,Chennai,Male,35,1,0,2,0,0,111687.57,0
2524,15742269,sanghvi,756,Chennai,Female,24,1,0,2,1,0,184182.25,0
2525,15726490,shikhawat,782,Bangalore,Male,52,4,0,1,1,1,52759.82,1
2526,15738411,mabiyan,505,Chennai,Male,34,10,104498.79,1,0,1,126451.14,0
2527,15727919,modak,671,Bangalore,Female,29,6,0,2,0,0,12048.67,0
2528,15709396,adani,801,Chennai,Male,42,6,0,2,1,1,95804.33,0
2529,15654106,gupta,604,Chennai,Male,26,8,149542.52,2,0,1,197911.52,0
2530,15621653,satija,716,Chennai,Female,29,10,87946.39,1,1,1,182531.74,0
2531,15598086,agnihotri,624,Chennai,Female,45,3,68639.57,1,1,0,168002.31,1
2532,15752300,venkatraman,607,Mumbai,Male,47,4,148826.32,1,1,1,79450.61,0
2533,15658693,yadav,827,Chennai,Female,60,2,0,2,0,1,60615.83,0
2534,15631838,shelke,606,Chennai,Male,61,5,108166.09,2,0,1,8643.21,0
2535,15803804,bhojwani,717,Mumbai,Female,35,5,103214.71,1,1,0,172172.7,0
2536,15578809,dugar,651,Mumbai,Male,40,1,134760.21,2,0,0,174434.06,1
2537,15752026,gaitonde,691,Chennai,Male,58,3,0,1,0,1,194930.3,1
2538,15723706,[simha]],573,Chennai,Female,33,0,90124.64,1,1,0,137476.71,0
2539,15752838,bhan,723,Bangalore,Male,38,6,0,2,1,1,94415.6,0
2540,15569571,more,584,Mumbai,Female,46,6,87361.02,2,1,0,120376.87,1
2541,15769703,bhide,550,Mumbai,Female,45,8,111257.59,1,0,0,97623.42,1
2542,15679770,gaiki,611,Chennai,Female,61,3,131583.59,4,0,1,66238.23,1
2543,15791102,chorghade,549,Mumbai,Male,41,9,95020.8,3,1,1,131710.59,1
2544,15655192,wagh,850,Bangalore,Female,24,1,0,2,0,1,69052.87,0
2545,15709487,sonolikar,668,Mumbai,Male,34,5,80242.37,2,0,0,56780.97,0
2546,15687130,varma,686,Chennai,Female,43,0,0,1,1,1,170072.9,0
2547,15755178,thakkar,660,Chennai,Male,50,1,0,3,1,1,191849.15,1
2548,15634772,govind,682,Bangalore,Female,59,0,122661.39,1,0,1,84803.76,0
2549,15617197,walker,524,Chennai,Male,50,4,0,2,1,1,31840.59,1
2550,15631240,akkineni,645,Chennai,Female,36,8,0,2,1,1,12096.61,1
2551,15784301,soni,850,Chennai,Male,42,0,0,2,1,0,44165.84,0
2552,15631310,rampal,537,Chennai,Female,53,3,0,1,1,1,91406.62,0
2553,15756560,vijay,599,Bangalore,Female,46,7,81742.84,2,1,0,83282.21,0
2554,15732270,bakshi,727,Bangalore,Male,71,8,0,1,1,1,198446.91,1
2555,15739357,hooda,756,Bangalore,Male,30,2,145127.85,1,0,0,7554.68,0
2556,15771540,palekar,755,Chennai,Male,38,9,148912.44,1,1,0,80416.16,0
2557,15567486,akkineni,634,Bangalore,Female,41,4,0,2,1,1,164549.74,0
2558,15714634,tamang,837,Chennai,Male,26,4,89900.24,2,1,0,175477.03,0
2559,15727021,kanakia,727,Mumbai,Female,30,8,119027.28,2,1,1,137903.54,0
2560,15650670,daga,567,Mumbai,Female,40,2,105222.86,2,1,0,93795.86,0
2561,15711834,venkatraman,650,Bangalore,Female,30,6,0,1,0,0,67997.13,1
2562,15729763,varma,655,Bangalore,Male,34,1,116114.93,1,1,1,49492.15,0
2563,15646566,bhat,763,Chennai,Female,58,9,187911.55,1,0,1,35825.18,0
2564,15645463,kulshreshtha,843,Chennai,Female,27,5,0,2,1,1,67494.23,0
2565,15672144,kanitkar,667,Chennai,Female,38,6,144432.04,1,1,1,73963.17,1
2566,15596088,avari,705,Chennai,Female,50,4,77065.9,2,0,1,145159.26,0
2567,15614878,dasgupta,660,Mumbai,Female,29,6,180520.29,1,1,1,123850.58,0
2568,15635240,kottarakkara,553,Chennai,Male,42,1,0,2,0,0,23822.04,0
2569,15775905,upadhye,612,Mumbai,Female,47,6,130024.87,1,1,1,45750.21,1
2570,15700657,dongre,641,Mumbai,Female,40,2,110086.69,1,1,0,159773.14,0
2571,15611905,sandhu,513,Bangalore,Female,31,5,174853.46,1,1,0,84238.63,0
2572,15652527,hole,680,Chennai,Male,44,7,108724.98,1,0,1,72330.46,0
2573,15785865,panwar,711,Chennai,Male,58,9,91285.13,2,1,1,26767.85,0
2574,15645942,sawarkar,689,Bangalore,Male,40,2,0,2,1,1,164768.82,0
2575,15688691,gaiki,665,Mumbai,Female,51,9,110610.41,2,0,1,1112.76,1
2576,15592736,khemu,551,Mumbai,Male,54,5,102994.04,1,1,0,176680.16,1
2577,15673529,yelimeli,645,Bangalore,Male,36,4,59893.85,2,1,0,43999.64,0
2578,15724145,phogat,616,Mumbai,Male,29,8,149318.55,1,1,0,140746.13,0
2579,15704629,sarwe,582,Chennai,Female,32,1,116409.55,1,0,1,152790.92,0
2580,15597896,thakersey,365,Mumbai,Male,30,0,127760.07,1,1,0,81537.85,1
2581,15731790,sawant,697,Mumbai,Female,38,6,132591.36,1,1,1,7387.8,1
2582,15634719,hirlekar,704,Chennai,Male,31,0,0,2,1,0,183038.33,0
2583,15703205,walale,656,Chennai,Female,46,5,113402.14,2,1,1,138849.06,0
2584,15567333,saklani,712,Chennai,Female,31,7,0,2,1,0,170333.38,0
2585,15754537,thuse,748,Chennai,Male,40,0,0,1,0,0,60416.76,0
2586,15612030,punj,724,Chennai,Male,28,9,0,2,1,1,100240.2,0
2587,15573242,duddala,691,Chennai,Male,50,6,136953.47,1,1,1,2704.98,0
2588,15601892,kanitkar,563,Chennai,Male,33,8,0,2,0,1,68815.05,0
2589,15663885,adani,741,Chennai,Male,32,5,0,1,1,1,64839.23,0
2590,15701096,tak,778,Chennai,Male,44,8,123863.64,1,1,0,144494.94,0
2591,15710450,mirchandani,848,Bangalore,Male,22,7,120811.89,1,1,1,185510.34,0
2592,15790846,vijay,634,Mumbai,Male,38,2,148430.55,1,1,1,56055.72,0
2593,15658956,hansraj,505,Mumbai,Male,40,6,47869.69,2,1,1,155061.97,0
2594,15755223,shriyan,692,Mumbai,Male,53,7,150926.99,2,0,0,119817.19,0
2595,15787318,faye,537,Mumbai,Female,47,6,103163.35,1,1,0,16259.64,1
2596,15737310,talwar,633,Chennai,Male,29,10,130206.28,1,1,0,184654.87,0
2597,15763665,tripathi,833,Chennai,Female,28,4,136674.51,2,0,0,5278.78,0
2598,15668818,nandigam,592,Bangalore,Female,40,2,200322.45,1,1,1,113244.73,0
2599,15765812,chabbria,587,Bangalore,Male,48,1,0,2,1,1,8908,0
2600,15704844,nikhanj,550,Bangalore,Male,62,7,80927.56,1,0,1,64490.67,0
2601,15744582,bangre,680,Chennai,Female,24,10,0,3,1,0,154971.63,1
2602,15616700,ruia,622,Bangalore,Female,41,9,0,2,1,1,155786.39,0
2603,15683521,parab,594,Mumbai,Male,28,0,142574.71,2,1,0,129084.82,0
2604,15583049,sheshadri,643,Mumbai,Female,34,7,160426.07,1,0,1,188533.11,0
2605,15643752,dasgupta,540,Chennai,Male,25,5,116160.23,1,1,0,13411.67,0
2606,15620398,sanghavi,635,Bangalore,Female,34,5,98683.47,2,1,0,15733.19,0
2607,15715707,sahedev,657,Chennai,Male,32,3,118829.03,2,1,1,73127.61,0
2608,15814209,lohia,814,Chennai,Male,31,1,118870.92,1,1,0,101704.19,0
2609,15733768,ambedkar,600,Chennai,Male,32,1,0,1,1,1,101986.16,0
2610,15755242,muley,682,Chennai,Female,46,2,0,1,1,1,114442.66,0
2611,15729412,nanda,682,Chennai,Male,38,4,107192.38,1,1,1,15669.17,0
2612,15746564,pendse,566,Chennai,Male,42,3,108010.78,1,1,1,157486.1,0
2613,15588446,hagavane,550,Bangalore,Male,34,3,0,2,0,0,131281.28,0
2614,15665221,saklani,630,Chennai,Male,26,7,129837.72,2,0,1,197001.15,0
2615,15640846,ganatra,546,Mumbai,Female,58,3,106458.31,4,1,0,128881.87,1
2616,15700209,dehadrai,486,Chennai,Male,63,9,97009.15,1,1,1,85101,0
2617,15658360,palod,762,Bangalore,Male,35,9,122929.42,2,0,0,149822.04,0
2618,15602735,ghoshal,692,Mumbai,Male,45,6,152296.83,4,0,1,108040.86,1
2619,15724834,nambiyar,498,Chennai,Female,30,1,0,2,0,0,135795.53,0
2620,15800062,amrutham,850,Bangalore,Male,49,8,0,1,0,0,25867.67,1
2621,15685300,thombre,603,Chennai,Male,35,6,128993.76,2,1,0,130483.56,0
2622,15760102,khatri,551,Chennai,Female,36,5,0,1,1,0,183479.12,0
2623,15787026,malpe,627,Mumbai,Male,27,0,185267.45,2,1,1,77027.34,0
2624,15653696,somayajulu,515,Chennai,Female,28,9,0,2,0,0,94141.75,0
2625,15788946,pinjarkar,605,Bangalore,Female,29,3,116805.82,1,0,0,4092.75,0
2626,15600724,langroo,567,Mumbai,Male,29,5,129750.68,1,1,0,109257.59,0
2627,15574324,adhikari,568,Mumbai,Female,29,2,129177.01,2,0,1,104617.99,0
2628,15707144,hoskote,571,Mumbai,Male,25,6,82506.72,2,1,0,167705.07,0
2629,15775891,puranik,634,Mumbai,Male,48,2,107247.69,1,1,1,103712.05,1
2630,15711789,busanagari,768,Bangalore,Female,42,3,0,1,0,0,161242.99,1
2631,15600879,vajpayee,554,Mumbai,Female,36,3,157780.93,2,1,0,6089.13,0
2632,15681196,nakra,629,Chennai,Male,35,1,172170.36,1,1,1,159777.37,0
2633,15716000,khandar,638,Bangalore,Male,48,2,0,2,1,1,7919.08,0
2634,15766776,negi,576,Chennai,Male,41,1,0,1,1,1,188274.6,0
2635,15680278,rathi,661,Bangalore,Female,42,9,75361.44,1,1,0,27608.12,1
2636,15688637,dehadrai,592,Chennai,Female,27,4,0,2,1,1,183569.25,0
2637,15591179,hirlekar,702,Bangalore,Male,30,2,0,2,1,1,145537.32,0
2638,15677435,pal,647,Chennai,Female,29,0,98263.46,2,1,0,164717.95,0
2639,15698619,uppal,593,Chennai,Male,43,9,0,2,1,1,76357.43,0
2640,15581036,thakur,712,Mumbai,Female,40,3,109308.79,2,1,0,120158.72,1
2641,15622117,wazalwar,625,Bangalore,Female,31,8,0,2,1,0,151843.54,0
2642,15599301,vidyarthi,538,Mumbai,Female,28,6,164365.44,1,0,1,5698.97,0
2643,15581548,sawji,637,Bangalore,Female,22,5,98800,1,1,0,122865.55,0
2644,15586870,walawalakar,632,Chennai,Male,27,4,193125.85,1,1,1,152665.85,0
2645,15735263,shivalkar,736,Chennai,Male,27,5,51522.75,1,0,1,192131.77,0
2646,15765322,thakur,755,Chennai,Male,23,5,84284.48,2,1,1,62851.6,0
2647,15582944,yenkie,425,Bangalore,Female,39,5,0,2,1,0,140941.47,0
2648,15687162,thakran,461,Chennai,Male,51,9,119889.84,1,0,0,56767.67,1
2649,15644962,katoch,745,Chennai,Male,21,4,137910.45,1,1,1,177235.23,0
2650,15612615,atwal,616,Chennai,Female,37,6,0,2,1,0,86242.18,0
2651,15813439,gill,587,Chennai,Male,33,5,100116.82,1,1,0,34215.58,0
2652,15604544,jawalkar,850,Mumbai,Male,40,4,166082.15,2,0,1,44406.17,0
2653,15761348,dawande,601,Chennai,Female,38,0,0,2,1,0,165196.65,0
2654,15785078,chettipally,730,Bangalore,Male,26,3,0,1,1,0,34542.41,0
2655,15759874,ghosh,532,Chennai,Male,44,3,148595.55,1,1,0,74838.64,1
2656,15643658,malpe,850,Mumbai,Male,53,2,94078.97,2,1,0,36980.54,0
2657,15713267,meghe,779,Bangalore,Female,34,5,0,2,0,1,111676.63,0
2658,15737782,chettipally,562,Chennai,Male,29,9,0,1,1,1,25858.68,0
2659,15815490,baweja,670,Mumbai,Male,40,2,164948.98,3,0,0,177028,1
2660,15679410,mudaliyar,729,Chennai,Female,62,4,140549.4,1,1,0,30990.16,1
2661,15756241,bora,767,Chennai,Female,44,2,152509.25,1,1,1,136915.15,0
2662,15688409,dey,742,Chennai,Female,28,2,191864.51,1,1,0,108457.99,1
2663,15742272,deodhar,669,Chennai,Female,44,8,96418.09,1,0,0,131609.48,1
2664,15717898,talgeri,542,Bangalore,Male,32,2,131945.94,1,0,1,159737.56,0
2665,15769582,omble,586,Chennai,Male,29,3,0,2,1,1,142238.54,0
2666,15635660,lakhani,612,Mumbai,Male,30,9,142910.15,1,1,0,105890.55,1
2667,15576723,dedhe,740,Chennai,Female,37,7,0,2,1,1,194270.91,0
2668,15591577,zite,584,Chennai,Male,35,3,146311.58,1,1,1,105443.47,0
2669,15582325,dhumal,524,Chennai,Male,52,2,87894.26,1,1,0,173899.42,1
2670,15693947,tanti,614,Chennai,Female,19,5,97445.49,2,1,0,122823.34,0
2671,15760446,awasthi,598,Chennai,Female,64,9,0,1,0,1,13181.37,1
2672,15611105,hirwani,799,Bangalore,Male,35,7,0,2,0,1,140780.8,0
2673,15630920,zakaria,724,Chennai,Male,34,2,154485.74,2,0,0,78560.64,0
2674,15574910,surana,601,Chennai,Male,50,2,115625.07,1,1,0,185855.21,0
2675,15756472,tiwari,804,Chennai,Male,25,7,108396.67,1,1,0,128276.95,0
2676,15682890,"kundra, kunder",745,Mumbai,Male,38,5,65095.41,2,1,1,140197.42,0
2677,15641994,rane,667,Mumbai,Male,43,1,103018.45,1,1,0,32462.39,1
2678,15733297,wadhawa,518,Chennai,Female,38,10,84764.79,1,1,1,162253.9,0
2679,15767793,thakkar,819,Chennai,Female,38,10,0,2,1,0,30498.7,0
2680,15725698,kukkar,520,Bangalore,Female,35,4,115680.81,1,1,1,90280.7,0
2681,15813532,sirish,625,Chennai,Female,39,5,0,2,1,0,32615.21,0
2682,15576760,gadekar,673,Mumbai,Male,36,5,73088.06,2,0,0,196142.26,0
2683,15732102,tirpude,656,Mumbai,Female,27,3,150905.03,2,1,0,16998.72,0
2684,15739046,taurani,850,Bangalore,Female,23,9,143054.85,1,0,1,62980.96,0
2685,15631927,hiranandani,574,Bangalore,Female,28,7,0,2,0,0,185660.3,0
2686,15672115,puniani,679,Chennai,Male,60,6,0,2,1,1,77331.77,0
2687,15618765,tikoo,530,Mumbai,Female,42,0,99948.45,1,0,1,97338.62,0
2688,15679148,modak,508,Chennai,Male,44,3,115451.05,2,0,0,67234.33,0
2689,15728474,chandrababu,558,Mumbai,Male,32,4,108235.91,1,1,1,143783.28,0
2690,15636999,palod,414,Chennai,Male,38,8,0,1,0,1,77661.12,1
2691,15754261,gosai,648,Bangalore,Male,42,2,98795.61,2,1,0,89123.99,0
2692,15629150,tagore,721,Chennai,Female,37,1,0,2,1,0,70810.8,0
2693,15736274,ingole,751,Chennai,Male,31,8,0,2,0,0,17550.49,0
2694,15627697,rokade,662,Chennai,Male,34,2,0,2,0,1,21497.27,0
2695,15721585,vaghela,628,Mumbai,Male,29,3,113146.98,2,0,1,124749.08,0
2696,15639946,mattu,597,Mumbai,Female,39,8,162532.14,3,1,0,36051.46,1
2697,15792176,palande,698,Bangalore,Female,40,0,92053.44,1,1,1,143681.83,0
2698,15699450,gurnani,723,Chennai,Male,48,7,0,2,1,1,150694.58,0
2699,15729954,dasgupta,586,Chennai,Female,28,5,0,3,1,0,170487.4,1
2700,15600103,jindal,633,Mumbai,Female,29,8,104944.1,1,1,1,97684.46,0
2701,15786200,surve,564,Chennai,Male,31,4,0,2,1,0,53520.03,0
2702,15797010,janolkar,649,Chennai,Female,31,2,0,2,1,0,15200.61,0
2703,15670172,malhan,622,Chennai,Female,30,4,107879.04,1,0,1,196894.62,0
2704,15627352,ohri,459,Mumbai,Male,46,7,110356.42,1,1,0,4969.13,1
2705,15622494,raj,718,Chennai,Male,27,2,0,2,0,0,26229.24,0
2706,15585835,tamhankar,655,Bangalore,Female,34,4,109783.69,2,1,0,134034.32,0
2707,15595071,chandok,696,Chennai,Male,22,9,149777,1,1,1,198032.93,0
2708,15628203,tiwaskar,637,Chennai,Female,38,3,104339.56,1,0,0,119882.86,0
2709,15667190,bhoite,630,Bangalore,Female,21,1,85818.18,1,1,1,133102.3,0
2710,15780212,daftari,592,Chennai,Male,37,4,212692.97,1,0,0,176395.02,0
2711,15766869,thota,634,Mumbai,Male,37,1,89696.84,2,1,1,193179.88,0
2712,15775741,vartak,608,Chennai,Female,28,9,0,2,1,1,125062.02,0
2713,15628170,kumbhare,565,Mumbai,Female,32,9,68067.24,1,1,0,143287.58,0
2714,15701318,zende,763,Bangalore,Male,67,9,148564.66,1,0,1,87236.4,0
2715,15710928,gowda,665,Chennai,Female,55,8,136354.16,1,1,1,93769.89,0
2716,15682547,wadhawa,649,Chennai,Male,38,1,122214,1,0,1,88965.46,0
2717,15631170,kharbanda,695,Chennai,Male,45,3,0,2,1,1,30793.61,0
2718,15648702,toor,775,Mumbai,Male,70,6,119684.88,2,1,1,74532.02,0
2719,15783444,paul,788,Chennai,Female,39,3,135139.33,1,0,1,113086.08,0
2720,15809178,hassan,569,Mumbai,Female,42,9,146100.75,1,1,0,32574.01,1
2721,15806688,naresh,726,Bangalore,Female,56,8,123110.9,3,0,1,130113.78,1
2722,15576824,pandian,564,Mumbai,Female,44,3,111760.4,3,1,1,104722.47,1
2723,15675422,walawalakar,544,Chennai,Female,32,9,110728.39,1,1,1,14559.62,0
2724,15681550,thakkar,614,Chennai,Female,41,8,121558.46,1,1,1,598.8,0
2725,15812628,gokhale,453,Mumbai,Female,38,8,120623.21,1,1,0,129697.99,0
2726,15597951,tanna,471,Chennai,Female,58,4,114713.57,1,1,1,36315.03,0
